Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,delta_temp,power_kw,wear_torque
L,298.1,307.9,1578,35.6,55,0,0,0,0,0,0,9.799999999999955,5.882387434554974,1958.0
L,298.1,307.9,1425,58.2,57,0,0,0,0,0,0,9.799999999999955,8.684293193717277,3317.4
L,298.1,308.0,1456,42.4,59,0,0,0,0,0,0,9.899999999999977,6.464335078534032,2501.6
L,298.1,308.0,1704,30.9,61,0,0,0,0,0,0,9.899999999999977,5.513465968586387,1884.8999999999999
L,298.1,308.1,1791,27.3,63,0,0,0,0,0,0,10.0,5.119821989528796,1719.9
L,298.1,308.1,1616,32.8,65,0,0,0,0,0,0,10.0,5.550240837696335,2132.0
L,298.2,308.1,1622,34.9,67,0,0,0,0,0,0,9.900000000000034,5.9275183246073295,2338.2999999999997
L,298.2,308.1,1462,49.9,69,0,0,0,0,0,0,9.900000000000034,7.639141361256545,3443.1
L,298.1,308.1,1410,45.8,71,0,0,0,0,0,0,10.0,6.762094240837696,3251.7999999999997
M,298.1,308.0,1543,41.9,73,0,0,0,0,0,0,9.899999999999977,6.769811518324607,3058.7
M,298.0,307.9,1479,47.6,76,0,0,0,0,0,0,9.899999999999977,7.371769633507855,3617.6
L,298.0,307.8,1839,22.7,79,0,0,0,0,0,0,9.800000000000011,4.371235602094241,1793.3
L,298.0,307.8,1266,60.5,81,0,0,0,0,0,0,9.800000000000011,8.02020942408377,4900.5
L,297.9,307.7,1593,34.9,83,0,0,0,0,0,0,9.800000000000011,5.821539267015707,2896.7
L,297.9,307.8,1459,46.9,85,0,0,0,0,0,0,9.900000000000034,7.165141361256544,3986.5
L,297.9,307.7,1308,55.2,87,0,0,0,0,0,0,9.800000000000011,7.560376963350786,4802.400000000001
M,297.9,307.7,1364,46.8,89,0,0,0,0,0,0,9.800000000000011,6.684314136125654,4165.2
H,297.9,307.7,1618,35.9,92,0,0,0,0,0,0,9.800000000000011,6.082324607329842,3302.7999999999997
H,297.9,307.7,1464,43.2,97,0,0,0,0,0,0,9.800000000000011,6.622492146596859,4190.400000000001
M,297.8,307.6,1352,49.4,102,0,0,0,0,0,0,9.800000000000011,6.993591623036649,5038.8
L,297.8,307.6,1446,51.4,105,0,0,0,0,0,0,9.800000000000011,7.782659685863874,5397.0
L,297.8,307.5,1448,51.2,107,0,0,0,0,0,0,9.699999999999989,7.763099476439791,5478.400000000001
L,297.8,307.5,1391,48.6,109,0,0,0,0,0,0,9.699999999999989,7.078806282722514,5297.400000000001
L,297.7,307.5,1379,43.3,111,0,0,0,0,0,0,9.800000000000011,6.2524293193717275,4806.299999999999
M,297.8,307.5,1405,46.9,113,0,0,0,0,0,0,9.699999999999989,6.899947643979058,5299.7
L,297.8,307.5,1581,33.1,116,0,0,0,0,0,0,9.699999999999989,5.479696335078534,3839.6000000000004
L,297.9,307.6,1515,40.5,118,0,0,0,0,0,0,9.700000000000045,6.424869109947644,4779.0
L,297.9,307.6,1589,37.8,120,0,0,0,0,0,0,9.700000000000045,6.289445026178011,4536.0
L,298.0,307.6,1281,50.8,122,0,0,0,0,0,0,9.600000000000023,6.814115183246073,6197.599999999999
H,297.8,307.5,1631,31.3,124,0,0,0,0,0,0,9.699999999999989,5.345581151832461,3881.2000000000003
M,297.9,307.6,1202,67.0,129,0,0,0,0,0,0,9.700000000000045,8.432879581151832,8643.0
L,297.9,307.6,1298,52.7,132,0,0,0,0,0,0,9.700000000000045,7.162785340314136,6956.400000000001
L,297.9,307.6,1612,30.7,134,0,0,0,0,0,0,9.700000000000045,5.182031413612566,4113.8
L,297.9,307.6,1747,25.3,136,0,0,0,0,0,0,9.700000000000045,4.6281780104712045,3440.8
L,298.0,307.6,1450,48.7,138,0,0,0,0,0,0,9.600000000000023,7.394240837696335,6720.6
L,298.0,307.7,1422,45.6,140,0,0,0,0,0,0,9.699999999999989,6.78986387434555,6384.0
M,298.1,307.7,1419,47.4,142,0,0,0,0,0,0,9.599999999999966,7.042994764397905,6730.8
M,298.1,307.7,1633,30.7,145,0,0,0,0,0,0,9.599999999999966,5.249539267015707,4451.5
L,298.0,307.7,1442,43.6,148,0,0,0,0,0,0,9.699999999999989,6.583371727748691,6452.8
H,298.0,307.6,1420,45.8,150,0,0,0,0,0,0,9.600000000000023,6.810052356020941,6870.0
M,298.0,307.6,1301,58.5,155,0,0,0,0,0,0,9.600000000000023,7.969476439790576,9067.5
L,298.0,307.6,1385,45.0,158,0,0,0,0,0,0,9.600000000000023,6.526178010471204,7110.0
M,298.0,307.7,1487,41.3,160,0,0,0,0,0,0,9.699999999999989,6.43069109947644,6608.0
M,298.0,307.6,1459,44.4,163,0,0,0,0,0,0,9.600000000000023,6.783204188481675,7237.2
M,298.0,307.5,1387,45.5,166,0,0,0,0,0,0,9.5,6.6082198952879585,7553.0
L,298.1,307.7,1537,40.8,169,0,0,0,0,0,0,9.599999999999966,6.566450261780105,6895.2
L,298.1,307.6,1498,42.9,171,0,0,0,0,0,0,9.5,6.72923560209424,7335.9
M,298.2,307.8,1599,31.2,173,0,0,0,0,0,0,9.600000000000023,5.223958115183246,5397.599999999999
H,298.3,307.9,1420,39.2,176,0,0,0,0,0,0,9.599999999999966,5.8286910994764405,6899.200000000001
L,298.2,307.9,1785,23.4,181,0,0,0,0,0,0,9.699999999999989,4.373717277486911,4235.4
L,298.2,307.8,1423,48.1,183,0,0,0,0,0,0,9.600000000000023,7.167151832460734,8802.300000000001
M,298.2,307.8,1583,36.6,185,0,0,0,0,0,0,9.600000000000023,6.066785340314136,6771.0
L,298.2,307.8,1375,46.6,188,0,0,0,0,0,0,9.600000000000023,6.709424083769633,8760.800000000001
M,298.3,308.0,1463,42.5,190,0,0,0,0,0,0,9.699999999999989,6.510732984293194,8075.0
M,298.2,307.9,1403,45.1,193,0,0,0,0,0,0,9.699999999999989,6.625685863874346,8704.300000000001
L,298.3,308.0,1451,47.1,196,0,0,0,0,0,0,9.699999999999989,7.156240837696336,9231.6
M,298.4,308.0,1416,38.2,198,1,1,0,0,0,0,9.600000000000023,5.664000000000001,7563.6
L,298.3,308.1,1672,41.3,0,0,0,0,0,0,0,9.800000000000011,7.2307434554973815,0.0
H,298.3,308.0,1637,30.8,2,0,0,0,0,0,0,9.699999999999989,5.279539267015707,61.6
L,298.4,308.0,1540,37.8,7,0,0,0,0,0,0,9.600000000000023,6.095497382198952,264.59999999999997
L,298.4,308.1,1279,53.1,9,0,0,0,0,0,0,9.700000000000045,7.111507853403142,477.90000000000003
L,298.4,308.2,1604,34.9,11,0,0,0,0,0,0,9.800000000000011,5.861738219895288,383.9
L,298.5,308.2,1654,27.1,13,0,0,0,0,0,0,9.699999999999989,4.693549738219896,352.3
M,298.5,308.2,1564,37.5,15,0,0,0,0,0,0,9.699999999999989,6.141361256544503,562.5
L,298.5,308.2,1451,47.5,18,0,0,0,0,0,0,9.699999999999989,7.217015706806283,855.0
L,298.5,308.3,1504,38.0,20,0,0,0,0,0,0,9.800000000000011,5.984502617801047,760.0
M,298.5,308.3,1381,50.5,22,0,0,0,0,0,0,9.800000000000011,7.3026701570680626,1111.0
L,298.6,308.4,1562,34.4,25,0,0,0,0,0,0,9.799999999999955,5.626471204188481,860.0
L,298.5,308.3,1811,24.7,27,0,0,0,0,0,0,9.800000000000011,4.6839476439790575,666.9
M,298.6,308.3,1717,28.7,29,0,0,0,0,0,0,9.699999999999989,5.159989528795812,832.3
L,298.6,308.3,1278,60.5,32,0,0,0,0,0,0,9.699999999999989,8.096230366492147,1936.0
L,298.7,308.5,1616,30.2,34,0,0,0,0,0,0,9.800000000000011,5.110282722513089,1026.8
L,298.6,308.4,1397,46.4,36,0,0,0,0,0,0,9.799999999999955,6.787518324607329,1670.3999999999999
L,298.6,308.4,1485,42.9,38,0,0,0,0,0,0,9.799999999999955,6.670837696335078,1630.2
L,298.6,308.4,1310,59.7,40,0,0,0,0,0,0,9.799999999999955,8.189214659685863,2388.0
L,298.5,308.2,1301,66.3,42,1,0,0,1,0,0,9.699999999999989,9.032073298429319,2784.6
L,298.5,308.3,1458,44.0,44,0,0,0,0,0,0,9.800000000000011,6.717486910994764,1936.0
L,298.7,308.5,1483,42.5,46,0,0,0,0,0,0,9.800000000000011,6.599738219895288,1955.0
L,298.7,308.5,1375,46.4,48,0,0,0,0,0,0,9.800000000000011,6.680628272251309,2227.2
M,298.7,308.5,1660,27.0,50,0,0,0,0,0,0,9.800000000000011,4.693193717277487,1350.0
H,298.7,308.4,1560,33.3,53,0,0,0,0,0,0,9.699999999999989,5.43958115183246,1764.8999999999999
L,298.7,308.5,1480,42.2,58,0,0,0,0,0,0,9.800000000000011,6.539895287958116,2447.6000000000004
L,298.7,308.4,1373,46.9,60,0,0,0,0,0,0,9.699999999999989,6.742795811518325,2814.0
L,298.7,308.5,1444,54.2,62,0,0,0,0,0,0,9.800000000000011,8.195267015706806,3360.4
M,298.7,308.6,1722,24.7,64,0,0,0,0,0,0,9.900000000000034,4.453759162303665,1580.8
L,298.7,308.5,1469,39.9,67,0,0,0,0,0,0,9.800000000000011,6.137497382198953,2673.2999999999997
M,298.7,308.5,1360,52.9,69,0,0,0,0,0,0,9.800000000000011,7.533403141361257,3650.1
L,298.7,308.4,1750,25.8,72,0,0,0,0,0,0,9.699999999999989,4.727748691099476,1857.6000000000001
M,298.7,308.3,1349,46.6,74,0,0,0,0,0,0,9.600000000000023,6.582554973821989,3448.4
L,298.7,308.5,1668,35.2,77,0,0,0,0,0,0,9.800000000000011,6.148020942408378,2710.4
L,298.9,308.6,1400,49.5,79,0,0,0,0,0,0,9.700000000000045,7.2565445026178015,3910.5
L,298.8,308.6,1331,62.8,81,0,0,0,0,0,0,9.800000000000011,8.752544502617802,5086.8
L,298.8,308.5,1444,42.2,83,0,0,0,0,0,0,9.699999999999989,6.380816753926702,3502.6000000000004
H,298.8,308.5,1359,47.6,85,0,0,0,0,0,0,9.699999999999989,6.77365445026178,4046.0
M,298.8,308.5,1425,47.4,90,0,0,0,0,0,0,9.699999999999989,7.0727748691099475,4266.0
M,298.9,308.6,1469,34.2,93,0,0,0,0,0,0,9.700000000000045,5.260712041884817,3180.6000000000004
L,299.0,308.7,1892,22.8,96,0,0,0,0,0,0,9.699999999999989,4.517026178010471,2188.8
H,299.0,308.7,1940,19.9,98,0,0,0,0,0,0,9.699999999999989,4.042513089005236,1950.1999999999998
L,299.0,308.8,1405,55.2,103,0,0,0,0,0,0,9.800000000000011,8.121047120418849,5685.6
M,299.0,308.9,1449,39.6,105,0,0,0,0,0,0,9.899999999999977,6.00841884816754,4158.0
L,299.1,308.9,1686,29.6,108,0,0,0,0,0,0,9.799999999999955,5.225717277486911,3196.8
L,299.1,308.9,1680,27.2,110,0,0,0,0,0,0,9.799999999999955,4.784921465968586,2992.0
M,299.1,308.9,1397,52.4,112,0,0,0,0,0,0,9.799999999999955,7.665214659685864,5868.8
M,299.2,309.0,1597,30.3,115,0,0,0,0,0,0,9.800000000000011,5.066921465968586,3484.5
L,299.3,309.1,1470,41.1,118,0,0,0,0,0,0,9.800000000000011,6.326387434554974,4849.8
M,299.3,309.1,1703,31.3,120,0,0,0,0,0,0,9.800000000000011,5.581560209424084,3756.0
L,299.3,309.1,1388,45.5,123,0,0,0,0,0,0,9.800000000000011,6.612984293193717,5596.5
L,299.3,309.2,1775,24.2,125,0,0,0,0,0,0,9.899999999999977,4.497905759162304,3025.0
L,299.3,309.2,1465,41.5,127,0,0,0,0,0,0,9.899999999999977,6.366230366492147,5270.5
M,299.3,309.2,1586,37.9,129,0,0,0,0,0,0,9.899999999999977,6.294178010471204,4889.099999999999
M,299.5,309.3,1675,29.2,132,0,0,0,0,0,0,9.800000000000011,5.121465968586388,3854.4
M,299.4,309.2,1470,44.4,135,0,0,0,0,0,0,9.800000000000011,6.83434554973822,5994.0
L,299.5,309.3,1477,40.4,138,0,0,0,0,0,0,9.800000000000011,6.248251308900523,5575.2
L,299.5,309.3,1382,61.0,140,0,0,0,0,0,0,9.800000000000011,8.827434554973822,8540.0
M,299.6,309.4,1605,29.8,142,0,0,0,0,0,0,9.799999999999955,5.008272251308901,4231.6
L,299.6,309.4,1643,32.9,145,0,0,0,0,0,0,9.799999999999955,5.660178010471204,4770.5
L,299.5,309.3,1333,54.1,147,0,0,0,0,0,0,9.800000000000011,7.551340314136126,7952.7
L,299.5,309.3,1520,42.3,149,0,0,0,0,0,0,9.800000000000011,6.732565445026177,6302.7
M,299.5,309.3,1902,24.0,151,0,0,0,0,0,0,9.800000000000011,4.779895287958115,3624.0
H,299.5,309.4,1386,44.4,154,0,0,0,0,0,0,9.899999999999977,6.443811518324607,6837.599999999999
L,299.6,309.5,1803,27.7,159,0,0,0,0,0,0,9.899999999999977,5.229643979057592,4404.3
L,299.7,309.6,1359,50.7,161,0,0,0,0,0,0,9.900000000000034,7.214795811518325,8162.700000000001
M,299.7,309.6,1477,42.7,163,0,0,0,0,0,0,9.900000000000034,6.603968586387435,6960.1
L,299.7,309.6,1321,53.4,166,0,0,0,0,0,0,9.900000000000034,7.386534031413612,8864.4
L,299.6,309.5,1453,41.4,168,0,0,0,0,0,0,9.899999999999977,6.298869109947644,6955.2
L,299.7,309.6,1419,45.1,170,0,0,0,0,0,0,9.900000000000034,6.70124607329843,7667.0
L,299.7,309.6,1512,36.2,172,0,0,0,0,0,0,9.900000000000034,5.7313507853403145,6226.400000000001
L,299.7,309.6,1553,36.8,174,0,0,0,0,0,0,9.900000000000034,5.984335078534031,6403.2
M,299.7,309.6,1534,39.1,176,0,0,0,0,0,0,9.900000000000034,6.280565445026178,6881.6
H,299.7,309.6,1553,41.0,179,0,0,0,0,0,0,9.900000000000034,6.667329842931937,7339.0
L,299.7,309.5,1352,49.7,184,0,0,0,0,0,0,9.800000000000011,7.036062827225132,9144.800000000001
M,299.7,309.6,1313,60.0,186,0,0,0,0,0,0,9.900000000000034,8.249214659685864,11160.0
L,299.6,309.5,1570,35.5,189,0,0,0,0,0,1,9.899999999999977,5.836125654450262,6709.5
L,299.6,309.4,1677,31.1,191,0,0,0,0,0,0,9.799999999999955,5.461225130890053,5940.1
L,299.5,309.4,1602,31.5,193,0,0,0,0,0,0,9.899999999999977,5.284083769633508,6079.5
L,299.5,309.4,1390,58.8,195,1,0,0,0,1,0,9.899999999999977,8.558324607329842,11466.0
L,299.4,309.3,1544,36.0,197,0,0,0,0,0,0,9.900000000000034,5.8203141361256545,7092.0
L,299.4,309.4,1701,31.2,199,0,0,0,0,0,0,10.0,5.557193717277487,6208.8
M,299.4,309.3,1692,28.4,201,0,0,0,0,0,0,9.900000000000034,5.031706806282722,5708.4
M,299.3,309.3,1523,37.9,204,0,0,0,0,0,0,10.0,6.044157068062827,7731.599999999999
L,299.3,309.2,2280,15.4,207,0,0,0,0,0,0,9.899999999999977,3.676649214659686,3187.8
M,299.4,309.3,1485,47.1,209,0,0,0,0,0,0,9.900000000000034,7.323926701570681,9843.9
H,299.4,309.2,1513,36.1,212,0,0,0,0,0,0,9.800000000000011,5.719298429319372,7653.200000000001
H,299.4,309.3,1743,28.2,0,0,0,0,0,0,0,9.900000000000034,5.146869109947644,0.0
L,299.5,309.3,1442,46.2,5,0,0,0,0,0,0,9.800000000000011,6.975958115183247,231.0
L,299.5,309.3,1462,46.7,7,0,0,0,0,0,0,9.800000000000011,7.149256544502618,326.90000000000003
H,299.4,309.3,1439,49.7,9,0,0,0,0,0,0,9.900000000000034,7.4888272251308905,447.3
L,299.5,309.3,1577,36.6,14,0,0,0,0,0,0,9.800000000000011,6.043790575916231,512.4
L,299.6,309.4,1331,46.4,16,0,0,0,0,0,0,9.799999999999955,6.4668481675392675,742.4
L,299.5,309.3,1941,22.5,18,0,0,0,0,0,0,9.800000000000011,4.57303664921466,405.0
L,299.5,309.2,1393,47.3,20,0,0,0,0,0,0,9.699999999999989,6.899361256544502,946.0
L,299.4,309.2,1433,42.1,22,0,0,0,0,0,0,9.800000000000011,6.317204188481676,926.2
L,299.4,309.2,1444,48.2,24,0,0,0,0,0,0,9.800000000000011,7.288041884816754,1156.8000000000002
L,299.4,309.2,1564,39.0,26,0,0,0,0,0,0,9.800000000000011,6.387015706806283,1014.0
L,299.4,309.3,1377,43.6,28,0,0,0,0,0,0,9.900000000000034,6.286617801047121,1220.8
L,299.4,309.3,1525,41.5,30,0,0,0,0,0,0,9.900000000000034,6.62696335078534,1245.0
M,299.5,309.4,1387,56.2,32,0,0,0,0,0,0,9.899999999999977,8.162240837696336,1798.4
M,299.4,309.4,1326,47.5,35,0,0,0,0,0,0,10.0,6.5952879581151835,1662.5
L,299.4,309.3,1401,59.0,38,0,0,0,0,0,0,9.900000000000034,8.655392670157068,2242.0
L,299.4,309.3,1596,31.8,40,0,0,0,0,0,0,9.900000000000034,5.314429319371728,1272.0
M,299.3,309.3,1471,46.0,42,0,0,0,0,0,0,10.0,7.085445026178011,1932.0
L,299.3,309.3,1528,37.8,45,0,0,0,0,0,0,10.0,6.047999999999999,1700.9999999999998
L,299.3,309.3,1325,62.0,47,0,0,0,0,0,0,10.0,8.602094240837696,2914.0
M,299.3,309.1,1376,46.7,49,0,0,0,0,0,0,9.800000000000011,6.728712041884817,2288.3
M,299.3,309.1,1600,35.3,52,0,0,0,0,0,0,9.800000000000011,5.91413612565445,1835.6
L,299.3,309.1,1495,44.0,55,0,0,0,0,0,0,9.800000000000011,6.887958115183246,2420.0
L,299.4,309.1,1645,28.6,57,0,0,0,0,0,0,9.700000000000045,4.926387434554973,1630.2
M,299.4,309.1,1417,47.3,59,0,0,0,0,0,0,9.700000000000045,7.018230366492146,2790.7
H,299.4,309.0,1415,51.7,62,0,0,0,0,0,0,9.600000000000023,7.660261780104712,3205.4
M,299.3,309.0,1496,43.4,67,0,0,0,0,0,0,9.699999999999989,6.798575916230367,2907.7999999999997
H,299.3,309.0,1508,35.0,70,0,0,0,0,0,0,9.699999999999989,5.526701570680628,2450.0
L,299.4,309.0,1436,47.9,75,0,0,0,0,0,0,9.600000000000023,7.2025549738219885,3592.5
L,299.5,309.1,1852,22.6,77,0,0,0,0,0,0,9.600000000000023,4.3827434554973825,1740.2
L,299.5,309.1,1863,22.5,79,0,0,0,0,0,0,9.600000000000023,4.389267015706806,1777.5
H,299.4,309.1,1373,44.1,81,0,0,0,0,0,0,9.700000000000045,6.340240837696335,3572.1
L,299.4,309.0,1404,47.3,86,0,0,0,0,0,0,9.600000000000023,6.953842931937173,4067.7999999999997
M,299.4,309.0,1381,44.9,88,0,0,0,0,0,0,9.600000000000023,6.4928691099476445,3951.2
H,299.4,308.9,1762,29.3,91,0,0,0,0,0,0,9.5,5.405926701570681,2666.3
H,299.3,308.9,1429,43.0,96,0,0,0,0,0,0,9.599999999999966,6.434240837696335,4128.0
M,299.3,308.9,1858,24.7,101,0,0,0,0,0,0,9.599999999999966,4.8055078534031415,2494.7
H,299.2,308.8,1908,21.3,104,0,0,0,0,0,0,9.600000000000023,4.255539267015707,2215.2000000000003
M,299.2,308.8,1503,37.4,109,0,0,0,0,0,0,9.600000000000023,5.886094240837696,4076.6
M,299.2,308.8,1523,38.9,112,0,0,0,0,0,0,9.600000000000023,6.203633507853403,4356.8
L,299.3,309.0,1491,38.4,115,0,0,0,0,0,0,9.699999999999989,5.995225130890052,4416.0
L,299.2,308.9,1430,39.1,117,0,0,0,0,0,0,9.699999999999989,5.854764397905759,4574.7
L,299.3,308.9,1258,69.4,119,1,0,0,1,0,0,9.599999999999966,9.141905759162304,8258.6
L,299.3,309.0,1449,46.5,121,0,0,0,0,0,0,9.699999999999989,7.055340314136125,5626.5
H,299.3,309.0,1425,40.6,123,0,0,0,0,0,0,9.699999999999989,6.058115183246073,4993.8
L,299.4,309.0,1800,24.3,128,0,0,0,0,0,0,9.600000000000023,4.5801047120418845,3110.4
H,299.4,309.0,1607,33.7,130,0,0,0,0,0,0,9.600000000000023,5.670774869109948,4381.0
L,299.4,309.0,1391,58.2,135,0,0,0,0,0,0,9.600000000000023,8.477089005235602,7857.0
L,299.4,309.1,1432,45.4,137,0,0,0,0,0,0,9.700000000000045,6.807623036649214,6219.8
L,299.4,309.0,1660,28.4,139,0,0,0,0,0,0,9.600000000000023,4.936544502617801,3947.6
H,299.3,309.0,1732,29.7,141,0,0,0,0,0,0,9.699999999999989,5.386429319371728,4187.7
L,299.3,309.0,1473,46.3,146,0,0,0,0,0,0,9.699999999999989,7.141350785340314,6759.799999999999
L,299.3,309.0,1511,47.8,148,0,0,0,0,0,0,9.699999999999989,7.562910994764398,7074.4
L,299.2,308.9,1588,41.5,150,0,0,0,0,0,0,9.699999999999989,6.900732984293194,6225.0
L,299.3,308.9,1623,31.1,152,0,0,0,0,0,0,9.599999999999966,5.285371727748691,4727.2
L,299.3,309.0,1734,30.6,154,0,0,0,0,0,0,9.699999999999989,5.556062827225131,4712.400000000001
L,299.3,309.0,1415,47.6,156,0,0,0,0,0,0,9.699999999999989,7.052774869109948,7425.6
L,299.3,309.0,1419,46.6,158,0,0,0,0,0,0,9.699999999999989,6.924125654450263,7362.8
M,299.3,308.9,1577,34.9,160,0,0,0,0,0,0,9.599999999999966,5.763068062827225,5584.0
L,299.3,308.9,1376,60.3,163,0,0,0,0,0,0,9.599999999999966,8.688251308900524,9828.9
M,299.3,308.8,1442,49.0,165,0,0,0,0,0,0,9.5,7.3987434554973825,8085.0
L,299.4,308.9,1451,40.5,168,0,0,0,0,0,0,9.5,6.153455497382199,6804.0
L,299.3,308.8,1550,45.8,170,0,0,0,0,0,0,9.5,7.433507853403142,7785.999999999999
L,299.3,308.8,1647,32.9,172,0,0,0,0,0,0,9.5,5.673958115183246,5658.8
L,299.4,308.9,1550,33.7,174,0,0,0,0,0,0,9.5,5.469633507853404,5863.8
L,299.4,308.9,1583,34.1,176,0,0,0,0,0,0,9.5,5.652387434554974,6001.6
L,299.4,309.0,1613,32.2,178,0,0,0,0,0,0,9.600000000000023,5.438596858638744,5731.6
H,299.3,308.8,1636,35.5,180,0,0,0,0,0,0,9.5,6.081465968586388,6390.0
M,299.3,308.7,1289,51.5,185,0,0,0,0,0,0,9.399999999999977,6.951151832460733,9527.5
M,299.3,308.8,1648,28.4,188,0,0,0,0,0,0,9.5,4.900858638743455,5339.2
H,299.3,308.8,1397,45.4,191,0,0,0,0,0,0,9.5,6.64123560209424,8671.4
M,299.3,308.9,1767,24.8,196,0,0,0,0,0,0,9.599999999999966,4.588649214659686,4860.8
L,299.3,308.8,1341,47.7,199,0,0,0,0,0,0,9.5,6.697979057591623,9492.300000000001
M,299.4,308.9,1457,41.5,201,0,0,0,0,0,0,9.5,6.331465968586388,8341.5
M,299.4,309.0,1939,19.8,204,0,0,0,0,0,0,9.600000000000023,4.020125654450262,4039.2000000000003
M,299.5,309.0,1399,49.7,207,0,0,0,0,0,0,9.5,7.280659685863875,10287.900000000001
M,299.5,309.0,1602,31.3,210,0,0,0,0,0,0,9.5,5.250534031413612,6573.0
L,299.4,309.0,1507,41.0,213,0,0,0,0,0,0,9.600000000000023,6.469842931937173,8733.0
L,299.4,309.1,1464,40.5,215,0,0,0,0,0,0,9.700000000000045,6.208586387434555,8707.5
L,299.5,309.1,1336,42.1,217,0,0,0,0,0,0,9.600000000000023,5.889591623036649,9135.7
L,299.6,309.2,1422,39.8,219,0,0,0,0,0,0,9.599999999999966,5.926240837696335,8716.199999999999
L,299.6,309.2,1540,36.7,221,0,0,0,0,0,0,9.599999999999966,5.918115183246074,8110.700000000001
L,299.5,309.1,1476,47.8,223,0,0,0,0,0,0,9.600000000000023,7.3877277486911,10659.4
M,299.6,309.2,1867,23.4,225,1,1,0,0,0,0,9.599999999999966,4.5746387434554965,5265.0
H,299.6,309.1,1588,41.3,0,0,0,0,0,0,0,9.5,6.867476439790575,0.0
M,299.5,309.1,1420,49.5,5,0,0,0,0,0,0,9.600000000000023,7.360209424083769,247.5
L,299.5,309.1,1415,49.2,8,0,0,0,0,0,0,9.600000000000023,7.289842931937173,393.6
M,299.4,309.1,1500,43.3,10,0,0,0,0,0,0,9.700000000000045,6.801047120418848,433.0
L,299.5,309.1,1502,44.6,13,0,0,0,0,0,0,9.600000000000023,7.014575916230366,579.8000000000001
L,299.5,309.2,1816,23.0,15,0,0,0,0,0,0,9.699999999999989,4.373612565445026,345.0
M,299.5,309.2,1495,41.6,17,0,0,0,0,0,0,9.699999999999989,6.512251308900524,707.2
L,299.6,309.2,1572,33.4,20,0,0,0,0,0,0,9.599999999999966,5.497884816753926,668.0
M,299.5,309.2,1590,35.9,22,0,0,0,0,0,0,9.699999999999989,5.977068062827225,789.8
M,299.6,309.3,1387,48.3,25,0,0,0,0,0,0,9.699999999999989,7.014879581151831,1207.5
M,299.6,309.2,1393,47.7,28,0,0,0,0,0,0,9.599999999999966,6.957706806282723,1335.6000000000001
L,299.6,309.2,1602,37.3,31,0,0,0,0,0,0,9.599999999999966,6.257026178010471,1156.3
L,299.6,309.2,1601,33.3,33,0,0,0,0,0,0,9.599999999999966,5.5825445026178,1098.8999999999999
H,299.6,309.2,1597,36.3,35,0,0,0,0,0,0,9.599999999999966,6.0702722513089,1270.5
H,299.5,309.1,1548,44.3,40,0,0,0,0,0,0,9.600000000000023,7.180774869109947,1772.0
M,299.5,309.2,1314,61.8,45,0,0,0,0,0,0,9.699999999999989,8.50316230366492,2781.0
M,299.6,309.3,1577,39.8,48,0,0,0,0,0,0,9.699999999999989,6.57220942408377,1910.3999999999999
L,299.8,309.4,1475,43.4,51,0,0,0,0,0,0,9.599999999999966,6.703141361256544,2213.4
L,299.8,309.4,1630,32.4,53,0,0,0,0,0,0,9.599999999999966,5.530052356020942,1717.1999999999998
L,299.7,309.4,1445,42.9,55,0,0,0,0,0,0,9.699999999999989,6.491151832460733,2359.5
M,299.8,309.4,1439,47.4,57,0,0,0,0,0,0,9.599999999999966,7.142261780104711,2701.7999999999997
L,299.7,309.3,1420,44.1,60,0,0,0,0,0,0,9.600000000000023,6.557277486910995,2646.0
H,299.7,309.2,1554,41.6,62,0,0,0,0,0,0,9.5,6.769256544502618,2579.2000000000003
M,299.6,309.1,1471,44.3,67,0,0,0,0,0,0,9.5,6.8235916230366485,2968.1
L,299.6,309.0,1648,33.6,70,0,0,0,0,0,0,9.399999999999977,5.798198952879582,2352.0
L,299.6,309.0,1472,48.8,72,0,0,0,0,0,0,9.399999999999977,7.521842931937172,3513.6
M,299.5,308.9,1448,42.9,74,0,0,0,0,0,0,9.399999999999977,6.504628272251309,3174.6
M,299.6,308.9,1568,35.3,77,0,0,0,0,0,0,9.299999999999955,5.79585340314136,2718.1
L,299.6,308.9,1613,30.8,80,0,0,0,0,0,0,9.299999999999955,5.202136125654451,2464.0
M,299.7,308.9,1551,35.4,82,0,0,0,0,0,0,9.199999999999989,5.749256544502617,2902.7999999999997
L,299.7,309.0,1412,49.2,85,0,0,0,0,0,0,9.300000000000011,7.274387434554975,4182.0
M,299.7,308.9,1478,41.0,87,0,0,0,0,0,0,9.199999999999989,6.345340314136125,3567.0
M,299.8,309.1,1268,58.0,90,0,0,0,0,0,0,9.300000000000011,7.700942408376964,5220.0
L,299.8,309.1,1546,35.6,93,0,0,0,0,0,0,9.300000000000011,5.763099476439791,3310.8
L,299.8,309.0,1567,36.1,95,0,0,0,0,0,0,9.199999999999989,5.923424083769634,3429.5
M,299.9,309.2,1548,35.7,97,0,0,0,0,0,0,9.300000000000011,5.78676439790576,3462.9
L,299.8,309.0,1614,30.8,100,0,0,0,0,0,0,9.199999999999989,5.205361256544503,3080.0
M,299.7,309.1,1352,46.1,102,0,0,0,0,0,0,9.400000000000034,6.526408376963351,4702.2
